10, -20
-27, -888
42, -1989
1536, -1560
2264, -2704
3424, -2096
3144, -864
2336, 760
1493, -45
136, 871
1352, 1864
-200, 2680
-1389, 1601
-2552, 680
-1392, 144
-2496, -1000
-1504, -1624
